id,lyrics,label
T1_TRAIN_0001,"
[Letra de ""No Me Enseñaste""]

[Verso 1]
Llama no importa la hora que yo estoy aquí
Entre las cuatro paredes de mi habitación
Y es importante al menos decirte
Que esto de tu ausencia duele, y no sabes cuanto
Ven aparece tan sólo comunícate
Que cada hora es un golpe de desolación
Es demasiado aburrido no estar a tu lado

[Pre-Coro]
Ven que mi alma no quiere dejarte ir
Que los minutos me acechan, aquí todo es gris
Que alrededor todo es miedo y desesperanza
Ven que nunca imaginaba como era estar sola
Que no es nada fácil cuando te derrotan
Que no sé que hacer, y aquí no queda nada de nada

[Coro]
No me enseñaste cómo estar sin ti
¿Y qué le digo yo a este corazón?
Si tu te has ido y todo lo perdí
¿Por dónde empiezo, si todo acabó?
No me enseñaste cómo estar sin ti
¿Cómo olvidarte si nunca aprendí?

[Verso 2]
Llama y devuélveme todo lo que un día fui
Esta locura de verte se vuelve obsesión
Cuando me invaden estos días tristes
Siempre recuerdo mi vida, yo como te amo
Ven que mi cuerpo la pasa extrañándote
Que mis sentidos se encuentran fuera de control
Es demasiado aburrido no estar a tu lado

[Pre-Coro]
Ven que nunca imaginaba como estar sola
Que no es nada fácil cuando te derrotan
Que no sé que hacer, que aquí no queda nada de nada

[Coro]
No me enseñaste cómo estar sin ti
¿Y qué le digo yo a este corazón?
Si tu te has ido y todo lo perdí
¿Por dónde empiezo, si todo acabó?
¿Cómo olvidarte si nunca aprendí?

[Puente]
No me enseñaste, amor, cómo lo hago sin ti

[Coro]
No me enseñaste cómo estar sin ti
¿Y qué le digo yo a este corazón?
Si tu te has ido y todo lo perdí
¿Por dónde empiezo, si todo acabó?
¿Cómo olvidarte si nunca aprendí?
No me enseñaste cómo estar sin ti
¿Y qué le digo yo a este corazón?
Si tu te has ido y todo lo perdí
¿Por dónde empiezo, si todo acabó?
¿Cómo olvidarte si nunca aprendí?
No me enseñaste como estar sin ti
¿Y qué le digo yo a este corazón?
Si tu te has ido y todo lo perdí
¿Por dónde empiezo, si todo acabó?
¿Cómo olvidarte si nunca aprendí?",NM
T1_TRAIN_0002,"
Pachin!

Viajera, te vas de puerta en puerta
Buscando quien te quiera
Viajera flor machita y destrichada
Que has perdido tu belleza
Sin dejar la primavera

Viajera, hoy reflejas en tu rostro
Huellas de un triste pasado
Por vivir, a tu manera
Entregandole a cualquiera
Tus caricias pasajeras
Sin sentir ningun amor

Viajera, hoy te miro con gran pena
Te acompana por donde quiera
El beso de un gran dolor

Ni la sombra te pareces
De lo que fuistes un dia
Hoy te tengo compasion
Oigame mi amor!

(coro) - Viajera hoy siento por ti gran pena
Flor machita y destrichada, has perdido tu belleza, viajera

(coro)
Cada vez que yo te miro! Que pena me da mirarte mi nena

(coro)
Sufrimiento y soledad en tu vida si... eso lo que te espera

(coro)
Entregandole a cualquiera, tus caricias ... mira pasajeras

(coro)
Me expreso mi compasion, por tu condicion, y ya no te quiero viajera

(coro)
Te vas de puerta en puerta, buscando quien te quiera

(coro)
Pudiste cambiar a tiempo, pero tu no lo querias mi nena

(coro)
Ni la sombra te pareces, de lo que fuistes un dia mi china!

(coro)
Hoy me alejo de ti, ya no te quiero a mi lado, mira morena

.... ""Oye agara la maleta, oye y vete pa' fuera!""

(coro)
A ti nunca te importo nada de mi, y tu lo sabes viajera!

(coro)
Hoy reflejas en tu rostro, huellas de un triste pasado!

(coro)
Has viajado Panama, Colombia y el Peru, y vienes de Venezuela

(coro)
Tu tienes lo malo encima, por eso de ti ya yo! me fui mi nena!

.....""Y asi termina la historia mami, de una ... jajaja ... viajera!""",M
T1_TRAIN_0003,"n
Te amare toda la vida
Todos los años, los meses y los dias
Todas las horas
Y todos los instantes
Mientras pueda latir mi corazón

Te amare toda la vida
Todos los años, los meses y los dias
Todas las horas
Y todos los instantes
Mientras pueda latir mi corazón

Tendras las flores de mi amor
En primavera, en el verano
Aunmentara el calor con mi pasion
En el otoño

Cuando las hojas caigan
Tendra tu vida
Una nueva ilusión
En el invierno
Tendra el fuego
De mi corazón",NM
T1_TRAIN_0004,"[Letra de ""Mi lado Oscuro"" ft. Hijo Pródigo]

[Intro-Scratch]
Flor de vida, flor de vida, flor de vida
Flor de vida
Los paisajes cambian
Flor de vida
Las personas también
Flor de vida
Un chico de carácter agradable
[?] de suicidio, puede grabarlo en vídeo
[?] de suicidio
Flor de vida
Los paisajes cambian
Puede grabarlo en vídeo

[Verso 1: Hijo Pródigo]
Algo te atrae sin porqués, no se ve, cambia tu ser
Da sed, caes en un cuarto sin pared
No es de ayer, te consume, sube en tu interior
Es la maldad y el dolor que afloran sin condición
Hay quien llora cuando nota su alma sucia y rota
La calma mora y flota, no se coge ni se toca
No se encoge, pero explota, idiota, el rencor brota
Es peor que la farlopa, su olor queda en tu ropa
Está detrás de todo, de cualquier modo
Sin más, te puede encontrar
Sólo duele por los poros al principio
Sentimiento real y no ficticio
Mongolo es verdad, es el inicio
Miras y enfilas la salida que se estira, no respiras
Y encima, eso propina un bajón en la autoestima
Y te vuelves un cabrón que se fascina
Por la ira, por el daño y los extraños que caminan
Años atrás era imposible pensar
En follar con novia de alguno
Que os una algo muy puro que abruma a cualquiera
Sentimiento se esfuman
Por querer romper su culo en un futuro zulo o duna

[Verso 2: Pozo]
La oscuridad cubre mi piel y tu cuerpo también
Los polos opuestos se atraen, los valores se caen
Esa parte de mí no conoce días felices
Se desinhibe, siente pavor por las cosas que ve
Por eso escribe, y ¿sabes qué? simplemente es tener sed
Miedo a la muerte, a las catástrofes, falta de fe
Esa parte de mí nunca sonríe ni busca apoyo
No está muerta, todas las noches duerme en su hoyo
Es una parte de mí que no conoces, pero sientes
Es un secreto a voces y tú ya sabes que te miente
No busca nada en concreto, es un experto
Y con frecuencia las personas me hacen perder el respeto
Señora no es Dios, es un cartel que promociona el cáncer
Con letras grandes y es la verdad
Tiene sus propias reglas, no se conforma
Se tranquiliza cuando lo beso, le doy forma como norma

[Coro]
Es una parte de mí que no puedo controlar
Una parte de mi cuerpo que me impide respirar
¿Quién te enseña a volar? No tengo apoyo
No está muerto y por las noches duerme dentro de un hoyo
Es una parte de mí que no puedo controlar
Una parte de mi cuerpo que me impide respirar
¿Quién te enseña a volar? No tengo apoyo
No está muerto y por las noches duerme dentro de un hoyo

[Verso 3: Hijo Pródigo]
No sabes por qué vino, cambió tu carácter, tus sentidos
Una parte de ti cayó en el olvido
Harto, ya no compartes nada con tus amigos
Está claro, hay disparos interiores destructivos
Cautivo del mal, del no saber qué desear
Dolor a los demás causa ansiedad
No puedes, no quieres parar
Hieres sin más tras la puerta interior
El rencor vive, se percibe ya que lloras cuando escribes
Gimes, te desinhibes por su tacto
Es veneno, el miedo y el fuego forjado en el acto
Exacto, lo llevas dentro y eso conlleva
Sentir como se eleva, no dormir, tener ojeras
Se desliza lento, momento, intenso, inmenso
El trauma interno es totalmente enfermo
Los recuerdos se pierden, hierven
Que la envidia no te encuentre, junto al odio muerden
Ahora te empuja a la maldad, busca estar detrás de ti
Hacer sufrir, poder vivir y sin más destruir y mirar
Insistir por existir, para pudrir, ser infeliz
Chequea el beat, un matiz, esto es así

[Verso 4: Pozo]
Sufro insomnio por las noches y ya no duermo
Esa parte de mí se convierte en un enfermo
Y ya no puedo hacer nada, me almohada está empapada
Con un agua infernal y demasiado salada
Quiero ser como tú, preocuparme por mí mismo
Y la elegancia en mis tatoos
La muerte se anuncia en cada parada del bus
Nadie lo sabe, no lo ve
Y esa parte oscura irá contigo allí donde estés
Él se acuerda de ti y como no, siempre te nombra
Él sabe que para ti es como el hombre sin sombra
Así siempre lo sientes, sabes que va contigo
En cualquier tiempo presente se desatan tus nervios
Nadie te cree, es algo serio
Y ves imágenes de muertes como un niño serbio
Estoy enfermo, no me curo
Este es mi lado oscuro, mis nervios se paralizan
Mi cabeza hecha trizas y mi cuerpo agoniza

[Coro]
Es una parte de mí que no puedo controlar
Una parte de mi cuerpo que me impide respirar
¿Quién te enseña a volar? No tengo apoyo
No está muerto y por las noches duerme dentro de un hoyo
Es una parte de mí que no puedo controlar
Una parte de mi cuerpo que me impide respirar
¿Quién te enseña a volar? No tengo apoyo
No está muerto y por las noches duerme dentro de un hoyo",M
T1_TRAIN_0005,"ba-baby
Muah, jajaja
[Letra de ""Me Enamore De Ti""]

[Pre-Coro]
Quiero que seas mía y nunca de nadie (Baby, bebé)
Si sigo en tu vida fue para quedarme (Tú sabe')
Un amor verdadero nunca se comparte
Prometo darte todo y que nada te falte

[Coro]
Me enamoré de ti, de tu figura, de tu cara
Y ya no sé qué hacer, me voy a enloquecer
Dime si sigo aquí, si entrego todo lo que tengo
O me voy de aquí y te quedas sin mí

[Post-Coro]
Me enamoré de ti (Oh-oh-oh)
No sé si tú de mí (Ri-ri-ri-ri-right)
Dime si sigo aquí
Luchando para ver si algo te hago sentir

[Verso 1]
Contéstame el teléfono, mami, no digas que no
Mira que estoy solo y que te extraño en mi habitación
Yo sé que todavía escuchas Aventura
Y lo que siento por ti no es ninguna obsesión

[Puente]
Oye, mami, espérame en la puerta
Que voy a recogerte, espero que estés dispuesta
Oye, mami, espérame en la puerta
Que vine a recogerte, dime qué te cuesta

[Coro]
Me enamoré de ti, de tu figura, de tu cara
Y ya no sé qué hacer, me voy a enloquecer
Dime si sigo aquí, si entrego todo lo que tengo
O me voy de aquí y te quedas sin mí

[Post-Coro]
Me enamoré de ti (Oh-oh-oh)
No sé si tú de mí (Ri-ri-ri-ri-right)
Dime si sigo aquí
Luchando para ver si algo te hago sentir

[Pre-Coro]
Quiero que seas mía y nunca de nadie (Baby, bebé)
Si sigo en tu vida fue para quedarme (Tú sabe')
Un amor verdadero nunca se comparte (Nunca se comparte)
Prometo darte todo y que nada te falte

[Coro]
Me enamoré de ti, de tu figura, de tu cara
Y ya no sé qué hacer, me voy a enloquecer
Dime si sigo aquí, si entrego todo lo que tengo
O me voy de aquí y te quedas sin mí

[Outro]
(Me enamoré de ti, no sé si tú de mí)
Yao', baby, mamacita
(Dime si sigo aquí luchando para ver si algo te hago sentir)
Escucha, jaja, cuando el amor llega a tu vida, llega para quedarse
De parte de Maluma, ba-ba-baby
Muah, jajaja",M
T1_TRAIN_0006,"
[Letra de ""Dejame intentar""]

[Verso 1]
Dejame pintarcon mis caricias
Un mundo de ilusiones que jamás conocerías
Déjame crear entre mis brazos
Ese castillo azul que tu soñaste desde niña

Y déjame calmar ese deseo que tus labios
Me pide a gritos que nunca me alejé de tu lado

Quiero regalarte mis manías
Y el eco de mi voz para que te haga compañía
Quiero despertarte cada día
Con nuevas melodías que tus labios hoy me inspiran

[Pre-Estribillo]
Yo sé lo que has sufrido con amores del pasado
Y las partes de tu cuerpo que con otros has malgastado
Yo se que has perdido la esperanza pero déjame intentarlo

[Estribillo]
Déjate llevar
Y piérdete en mis labios sin dudar
Dejame intentar
Amarte cada día un poco más
Sin relojes de tiempos perdidos
Si me dejas me lanzo al vacío
En busca de las redes de tu amor

[Verso 2]
Quiero darle vida a tu alegría
Y matar cada recuerdo que reabra tus heridas
Quiero ser guardián de tu sonrisa
Y cuidarte cada noche para que duermas tranquila

[Pre-Estribillo]
Porque sé lo que has sufrido con amores del pasado
Y las partes de tu cuerpo que con otros has malgastado
Yo se que has perdido la esperanza
Pero déjame intentarlo

[Estribillo]
Déjate llevar
Y piérdete en mis brazos sin dudar
Déjame intentar
Amarte cada día un poco más

Sin relojes de tiempos perdidos
Si me dejas me lanzo al vacío
En busca de las redes de tu amor

Déjate llevar
Y piérdete en mis labios sin dudar
Dejame intentar
Amarte cada día un poco más

Sin relojes de tiempos perdidos
Si me dejas me lanzo al vacío
En busca de las redes de tu amor",M
T1_TRAIN_0007,"
Quieres saber
Si todavía te sigo pensando
Quieres saber
Si de nuevo
Me he enamorado
Quieres ocultar y olvidar
Todo lo que ha pasado
El tiempo no ha cambiado
El tiempo nos ha marcado

Todos los días soportando
Todas tu quejas
Creías que de mi vida
Eras la dueña
Difícil va a ser que yo quiera
Volver a intentarlo
Ahora que te vuelvo a encontrar
Ya lo tengo bien decidido

Ya no soy
El tonto idiota
Que se enamoro
De una locura
De una obsesión
Quiero sеr libre
Y brillar como el sol
Espero no volvеr a encontrarte
Ya he logrado borrarte
He logrado sacarte de mis sueños
El amor es
Libertad

Me olvide del paisaje
Por mirar el camino
Me olvide del mundo
Y olvide los amigos
Después de todo lo que he sufrido
Pude comprender
Que nadie es dueño de nadie
Y nadie nunca lo será

Ya no soy
El tonto idiota
Que se enamoro
De una locura
De una obsesión
Quiero ser libre
Y brillar como el sol
Espero no volver a encontrarte
Ya he logrado borrarte
He logrado sacarte de mis sueños
El amor es
Libertad

Ya no soy
El tonto idiota
Que se enamoro
De una locura
De una obsesión
Quiero ser libre
Y brillar como el sol
Espero no volver a encontrarte
Ya he logrado borrarte
He logrado sacarte de mis sueños
El amor es
Libertad
El amor es
Libertad
El amor es
Libertad",NM
T1_TRAIN_0008,"
No quiero separarme de ti
Ni siquiera un momento
No quiero perder el tiempo

Tu sabes que te quiero a morir
Que no soy de aspavientos
Y que me gusta lento

Ay! Llévame despacio que no hay prisa
Ve dejando en mi camisa una ruta de besos
Que me lleve al mismo cielo

Ay! Pégate sin miedo con malicia
Lléname de tu sonrisa el corazón
A ritmo de tu cuerpo

Lento, baílame lento
Así con todo sentimiento
Vem cá menina, não me deixe

Lento, cierra los ojos
Y vivamos el momento
Baila conmigo hasta que veas salir el sol

La música se adueña de mi
Yo me pierdo en tu cuerpo
Tú me quemas con tu fuego

En tu cintura quiero vivir
Respirar de tu aliento
Y que me beses lento

Ay! Llévame despacio que no hay prisa
Ve dejando en mi camisa una ruta de besos
Que me lleve al mismo cielo

Ay! Pégate sin miedo con malicia
Lléname de tu sonrisa el corazón
A ritmo de tu cuerpo

Lento, baílame lento
Así con todo sentimiento
Vem cá menina, não me deixe

Lento, cierra los ojos
Y vivamos el momento
Baila conmigo hasta que veas salir el sol

Los dos en un solo cuerpo
Bailando lento

Lento, baílame lento
Así con todo sentimiento
Vem cá menina, não me deixe

Lento, cierra los ojos
Y vivamos el momento
Baila conmigo hasta que veas salir el sol",NM
T1_TRAIN_0009,"o
Vamo'a ver si es verdad
Que tú sirves, Caridad, pa' arrollar
Se escucha el ritmo sonoro
Quítate de la acera
De tu chancleta sin par
Mira que te tumbo
Cuando la clave de oro
Quítate de la acera
Suena la conga al pasar
Ah, eh...
Baila mulata sandunguera
Quítate de la acera
Luce tu falda almidoná
Mira que te tumbo
Mueve tu rítmica cadera
Quítate de la acera
Sigue la conga que se va
Entre esa bulla hechicera
Tu alma difundida еstá
Vamo'a ver si es verdad
Quе tú sirves, Caridad, pa' arrollar
Quítate de la acera
Mira que te tumbo
Quítate de la acera
Ah, eh...
Baila mulata sandunguera
Quítate de la acera
Luce tu falda almidoná
Mira que te tumbo
Mueve tu rítmica cadera
Quítate de la acera
Sigue la conga que se va
Entre esa bulla hechicera
Tu alma difundida está
Vamo'a ver si es verdad
Que tú sirves, Caridad, pa' arrollar
Quítate de la acera
Mira que te tumbo
Ay, pero quítate de la acera
Oye, mira que te tumbo
Quítate de la acera
Mira que te tumbo
Que pero que viene La Sonora
Arrollando por el mundo
Quítate de la acera
Mira que te tumbo
Ay, pero mira que te tumbo
Mira que te tumbo
Quítate de la acera
Mira que te tumbo
Quítate de la acera
Mira que te tumbo
Quítate de la acera
Mira que te tumbo
Quítate de la acera
Mira que te tumbo
Quítate de la acera
Mira que te tumbo
Quítate de la acera
Mira que te tumbo",NM
T1_TRAIN_0010," tickets as low as $42
[Letra de ""Amárrate a una escoba y vuela lejos""]

Aunque no te importe nada
La vida de un delfín
Nadarás a fin de siglo
En tu pecera

Si no sabes si eres rata
O una masa amorfa más
Sólo basta darle un beso al espejo

Si no quieres entender
Que invernando están las brujas
Amárrate a una escoba y vuela lejos, lejos

Muy lejos
Aunque no puedas
Aunque te mueras",NM
