song_id,song_title,artist_id,artist_name,lyrics,language,sexualization,violence,hate
3411728,Poseidón,883,Costa,"title: Poseidón, artist: Costa. Maldita botella de ron, maldita la calle, maldito el amor Amén, maldita la ley, bendito el ladrón, maldita mi sangre que es un callejón, maldito, follar sin condon, el más gallo de todo el barracón, estoy loco por llevar razón, fabrico tormentas, soy Poseidón, el pantano en que vivo despista el destino, bebo litros de ron cuando no estás conmigo, mi corazón negro, podrido y roído, y mil veces herido y mil veces cosido, y mil veces pregunta que por qué te has ido, y yo..., el pantano en que vivo despista el destino, bebo litros de ron cuando no estás conmigo, mi corazón negro, podrido y roído, y mil veces herido y mil veces cosido, y mil veces pregunta que por qué te has ido, y me pongo todo fino y salgo de la bañera, sólo dos gotas, el vino y casera, no está embarazada, me he corrido fuera, vete a la farmacia y te pillas la prueba, no importa que grite, me manda al infierno, me subo y me bajo ya desde pequeño, yo soy Maldito, me está consumiendo, te follo todo duro y te suena a hardtechno, sé llegar a la cima sin arnés, ruleta rusa y gano al ajedrez, aunque me robe los cuadros de la pared, siento decirte, no es la primera vez, que me engañan y me pueden los excesos, y me corto con el sabor de los besos, en la curva es donde yo manejo, aunque esté lejos, me quema el reflejo, llamadas perdidas que no encontraremos, he venido a jugar, lo demás ya veremos, lo que pudo haber sido nunca lo sabremos, he soltado el timón, marineros; una en cada puerto, entre tanta botella, no me alcanza la vista para verla pasar, será la ginebra, las luces, el humo, las drogas o el flash, amigas de marea, la luna sabe que nos deparará, un día soy la estrella, y al otro el puerta ni me deja entrar, no hay capitán en mi barco, si no hay viento, se llega remando, y si no, pues a nado, no hay historias de amor, sólo ron y cánticos, llevo mil noches soñando, despertando en la cama empapado, pensando en cómo cojones no voy a tener miedo, si no estás al lado, el pantano en que vivo despista el destino, bebo litros de ron cuando no estás conmigo, mi corazón negro, podrido y roído, y mil veces herido y mil veces cosido, y mil veces pregunta que por qué te has ido, y yo..., el pantano en que vivo despista el destino, bebo litros de ron cuando no estás conmigo, mi corazón negro, podrido y roído, y mil veces herido y mil veces cosido, y mil veces pregunta que por qué te has ido, y yo..., me como la manzana prohibida a bocados, encantado de caer en la tentación, quitame la vida, no lo bailado, siete pecados y un don, no había salida, nos vimos encerrados, hicimos butrón, balas perdidas, he tropezado y acorazado mi corazón, tu jeva me lleva de ringtone, yo la mía al Hilton, no he desayunado y ya voy por el quinto, picando más piedra que los Flintstones, dame Benjamines, quedate los Lincoln, claro que me canso, pero no me rindo, sin ahogarnos muero en el intento, pero gano, descorcho y pinto, termino la gira muerto, delgadito, todo el mundo se gira cuando entro en el garito, pásame la botella de litro, esta noche deliro en tu cuerpo del delito, es que mami, me pones malito, dale inspiración a este poeta maldito, que de todo lo que he escrito, me quedo con los besos de mi lengua en tu clito', natos.",es_ES,1.0,1.0,0.0
1541250,He de Saber,103,Hombres G,"title: He de Saber, artist: Hombres G. Se que es fuerte preguntartelo, que dicho asi te puede sorprender, es normal, nos acabamos de conocer, pero tengo que saberlo ya, quiza mañana no te vuelva a ver, perdoname, no te quisiera ofender, pero he de saber, si cuento contigo, para estar conmigo, hasta el amanecer, he de saber, si tendre tus labios, si dormire en tus dulces brazos, es lo que quiero hacer, intentare qure sea fantastico, creo que tengo algo de beber, solos tu y yo, sin que nadie nos pueda ver, se que es fuerte asi de sopeton, pero tengo que salir de aqui, regalame esta noche junto a ti, pero he de saber..., vendras conmigo a un hotel?, sere tu amigo, te volvere a ver?, bailaremos un vals esta noche desnudos, frente al mar?, yo lo he de saber.",es_ES,1.0,0.0,0.0
3544681,La Muñeca,802,Thomaz (VEN),"title: La Muñeca, artist: Thomaz VEN. Me gusta la foto, esa que me mandaste, me gustaría mas,si estuvieras aquí, que no te haría yo, si estuvieras aquí, la ropa yo quitándote en mi habitación, tocándote y haciéndolo, las sabanas mojándose y no de sudor, no de sudor, la muñeca me dice que te quiere ver, que ya de tus fotos no quiere saber, tienes que venirte para resolver, porque le duele duele duele, la muñeca me dice que te quiere ver, que ya de tus fotos no quiere saber, tienes que venirte para resolver, porque le duele duele duele, ya no aguanto más, ya no aguanto más, quiero verte, dime cuando más, dime cuanto mas, tengo que esperar, no sé cómo decir te extraño encerrado en mi baño, esta tortura me está habiendo daño, y mi mente no para de jugar conmigo, me la paso imaginándote en mi habitación, y cuando empiezo a entrar en ritmo, me doy cuenta que eres solo un espejismo, solo soy yo imaginándome cosas, solo soy yo imaginándome cosas, solo soy yo solo soy yo, imaginándome cosas imaginándome cosas, solo soy yo solo soy yo, la muñeca me dice que te quiere ver, que ya de tus fotos no quiere saber, tienes que venirte para resolver, porque le duele duele duele, la muñeca me dice que te quiere ver, que ya de tus fotos no quiere saber, tienes que venirte para resolver, porque le duele duele duele, ya, sientes sientes que el tiempo se pa para, cuando cuando enciendo la luz de mi cámara, documentando nuestra intimidad y tu seguridad, en seguir mi voz en la oscuridad, y mi mente no para de jugar conmigo, me la paso imaginándote en mi habitación, y cuando empiezo a entrar en ritmo, me doy cuenta que eres solo un espejismo, imaginándome cosas, solo soy yo imaginándome cosas, solo soy yo solo soy yo, imaginándome cosas imaginándome cosas, entre tú y yo, la muñeca me dice que te quiere ver, que ya de tus fotos no quiere saber, tienes que venirte para resolver, porque le duele duele duele, la muñeca me dice que te quiere ver, que ya de tus fotos no quiere saber, tienes que venirte para resolver, porque le duele duele duele, thomas the latin boy. Da combo. Neka one. Porque le duele duele duele.",es_LATAM,1.0,0.0,0.0
3420091,Me Perdí en Madrid,148,Yung Beef,"title: Me Perdí en Madrid, artist: Yung Beef. LOWLIGHT, me perdí en Madrid, mami, me perdí en Madrid, me perdí en Madrid Eh-ey, mami, me perdí en Madrid Eh, me perdí en Madrid Ey, mami, me perdí en Madrid Ey, me perdí en Madrid Eh-eh, mami, me perdí en Madrid Hahahaha, me perdí en Madrid Mmm; ey, mami, me perdí en Madrid Mmm; ey, me perdí en Madrid Mmm-mmm; eh-ey, mami, me perdí en Madrid Eh, esas niñas se ríen de mí Mmm; mmm, no sé qué estoy haciendo Me da igual, todavía no quiero irme a dormir Mmm-mmm, mami, ahora creo que lo entiendo Lo tengo, mami, estoy high como Dumbo Mmm, como Dumbo Mmm, no sé, no tengo rumbo Mmm, si quieres te lo hundo, te lo hundo Mmm-mmm, me perdí en Madrid Eh, mami, me perdí en Madrid Mmm; eh-eh, me perdí en Madrid Mmm-mmm; eh, mami, me perdí en Madrid Eh-eh, gold digga, key nigga, six figures, por la avenida con ideas suicida' Uh, tu corazón un callejón sin salida, no veas, lo siento, mami, soy un chico fácil Oh, no me quiere parar ningún taxi, 'Toy hablando con thotties por el IG, 'Toy poniéndome rayas con su ID Jaja, me perdí en Madrid Mmm; eh, mami, me perdí en Madrid Mmm; eh, me perdí en Madrid Mmm-mmm; eh-eh, mami, me perdí en Madrid Eh-eh, esas niñas se ríen de mí Mmm; mmm, no sé qué estoy haciendo Mmm; da igua', todavía no quiero irme a dormir Mmm-mmm; na, mami, ahora creo que lo entiendo Lo entiendo, mami, estoy high como Dumbo Mmm, como Dumbo, no sé, no tengo rumbo Mmm, si quieres te lo hundo Mmm-mmm, te lo hundo Oh-oh, me perdí en Madrid Mmm: eh, mami, me perdí en Madrid Eh-eh, me perdí en Madrid Mmm-mmm, mami, me perdí en Madrid Eh-eh, es hora punta en el metro No, te vi yendo para el centro No, y no te saludé Y no te saludé, ni siquiera sé si es Madrid, yo creo que sí es Madrid, ¿Eso son Las Ventas?, no, damn, no lo sé, perdóname Ey, negra, perdóname Ey, es verdad que lo hicimos pero no la amé, perdóname Ey, negra, perdóname Ey, eS verdad que nos divertimos pero no la amé, me perdí en Madrid Mmm; ey, mami, me perdí en Madrid Mmm; ey, me perdí en Madrid Mmm-mmm; eh-eh, mami, me perdí en Madrid Eh, esas niñas se ríen de mí Mmm; mmm, no sé qué estoy haciendo Mmm; da igua', todavía no quiero irme a dormir Mmm-mmm, mami, ahora creo que lo entiendo Lo tengo, mami, estoy high como Dumbo Mmm, como Dumbo, no sé, no tengo rumbo Mmm; eh, si quieres te lo hundo Mmm-mmm, te lo hundo, me perdí en Madrid Mmm; eh, mami, me perdí en Madrid Mmm: eh-eh, me perdí en Madrid Mmm-mmm; eh, mami, me perdí en Madrid Eh-eh, mmm, mmm, mmm-mmm, mmm, mmm, mmm-mmm, mmm, mmm, mmm-mmm, mmm, mmm, mmm-mmm.",es_ES,1.0,0.0,1.0
1061144,Métele Sazón,765,Tego Calderón,"title: Métele Sazón, artist: Tego Calderón. Oye, sandunga a la borincana, para mis canchanchanas, y para República Dominicana, con Luny Tunes y Noriega, mas Flow, mas Flow, y yo creí que ellos sabían de ti, luny, nos fuimo' a fuego, para toda esas shorty is en los New Yores. Oye, métele sazón, batería y Reggaeton, que lo demás lo pone Calderón. El saborioco, el más guapachoso, el que tiene a los guasones nerviosos, what you talking?, más bellaqueo que en el lucky, este caballo no corre con jockey, báilalo, nena, esto es cosa buena, pero no me hables con la boca llena, anormales, llegaron los generales, por más que trates a ti no te sale, yo lo que traigo es la saranana, el cambumbo si no empata, gana, para que vacilen mis canchanchanas, con Luny Tunes, con los otros, mama, para todas las shorty is en los New Yores, para los maleantes en las prisiones. Mami, tú sabes que yo soy el más caracachimba, el feo de las nenas lindas, oye, métele sazón, batería y Reggaeton, que lo demás lo pone Calderón, ese lechón quiere cojer pon, con el hiju 'e puta en el microphone, 'Tate quieto, que ahora vine a pan pilla'o, no te duermas de ese lado, mamado, en el mismo sandungueo yo te parto, para que sepa que yo soy el que reparto, el bacalao a mí me gusta afeita'o, sin espinas, ya para el de veces me he ahoga'o, ten cuidado, este negro esta aproba'o, desde que salí  no he parado, se han esmanda', los han abucha'o, y hasta con hamburgers le han tirado, andan guillado, pero no han hecho un manda'o, tocando bravos y son dos caga'os, sandunguia'o, bien Abayardia'o, de Puerto Rico para todo los lados. Métele sazón, batería y Reggaeton, que lo demás lo pone Calderón, métele sazón, batería y Reggaeton, que lo demás lo pone Calderón, métele sazón, batería y Reggaeton, que lo demás lo pone Calderón, métele sazón, batería y Reggaeton, que lo demás lo pone Calderón. Oye, tego Calderón, el Aballarde, con Luny Tunes y Noriega, mas Flow, mas Flow, oye, así es que brega, mueve la parcela, nena, que lo que traigo es maizena, para todas las shorty is en los Nueva Yores, de los mejores, oye, el Abayarde, luny Tunes y Noriega, jeje, vamos para la brea!, vamos para la brea, para que crea, jeje, hah, métele sazón, batería y Reggaeton, que lo demás lo pone Calderón, morón, cabrón, el hijo 'e puta en el microphone, hey, oye, Con Luny Tunes y Noriega, heh, que yo creí que ellos sabían..., yo creí que ellos sabían, declaro.",es_LATAM,1.0,0.0,0.0
3220941,Calentura,584,Juhn,"title: Calentura, artist: Juhn. A las 12 de la mañana, baby, es la hora que me da con verte, me entra un deseo de ti, que no aguanto y tengo que llamarte Tengo que llamarte. La calentura no la aguanto, cuando me levanto cojo el celular, mándame foto en tu cuarto, quiero hacerte canto, hoy te quiero dar Woop. La calentura no la aguanto, cuando me levanto y tengo que llamar Hey, baby no me hagas esperar tanto, quiero solo un canto, ya me tiene mal Woop. Me dicen Juhn El All Star, baby, tú me gustas tanto, que después de las 12 me entra la bellaquera, baby, quiero comerte, y aunque sea por FaceTime tengo que verte Woop. Desnudita sin ropa, tocándote allá abajo, escuchando tus gritos, diciendo que rico. Me gustas porque de verme tú te mojas, y solita me pide que yo te coja, me dejas hacer lo que quiera, por la noche sin ropa me espera. Que te suba o te bajo, meterme a tu casa escondido de tu pai' ya se ha vuelto un relajo, se ha vuelto un relajo, nos ponemos a jugar y como un Lego siempre te encajo. Me encanta el perfume que siempre te pones, cada vez que voy a tu casa a verte A tu casa verte, a tu casa a verte, contigo no uso condone, si yo fui el que te quito lo de niñita inocente Niñita inocente. Con ella me gasto todo el money, todo los viernes nos vamos de luna de miel sin la honey, mientras le hago el amor escuchando temas de Bad Bunny, cuando extraño tenerte, es que me entran las ganas, muñequita, de verte, espérame sin ropa. Baby, me dicen Juhn El All Star, baby, un pedacito nada más, con eso me conformo hoy, este es Juhn El All Star, baby, santana El Nene de Oro, jonniel, ganda, esto es The Golden Army, me entiendes.",es_LATAM,1.0,1.0,0.0
1709305,Pobre Secretaria,171,Daniela Romo,"title: Pobre Secretaria, artist: Daniela Romo. Casi las ocho, salto a la ducha, no no me puedo retrasar, medias de seda, falda apretada, que maquillaje habré de usar, siete perfumes, uñas pintadas, algo que pueda conquistar, algo de escote, algo que note, que no le deje trabajar, más atrevida, menos princesa, siendo elegante gustaré, más decidida, menos discreta, irresistible más que ayer, tiro la casa por la ventana, un elixir he de encontrar, jefe querido, lo has conseguido, no sé si pueda aguantar más, fíjate, fíjate en tu secretaria, ay señor que dolor pobre secretaria, pídele que copie cien mil veces yo te amo, fíjate, fíjate en tu secretaria, ay señor que dolor pobre secretaria, creo que le falta poco para enloquecer, se abre la puerta, yo boqui abierta, siento un desmayo un no sé qué, venga al despacho, tono de macho, me armo de lápiz y papel, por una nota, por una cita, por un piropo que he de hacer, piel de franela, ojos canela, de indiferencia moriré, esa sonrisa maravillosa, de irresistible seductor, y es atractivo, de ejecutivo, me ha roto en dos el corazón, caigo en tus brazos, dame un abrazo, que no hay antídoto mejor, llámame esclava, llámame nena, y no me ignores por favor, fíjate, fíjate en tu secretaria, ay señor que dolor pobre secretaria, pídele que copie cien mil veces yo te amo, fíjate, fíjate en tu secretaria, ay señor que dolor pobre secretaria, creo que le falta poco para enloquecer, fíjate, fíjate en tu secretaria, ay señor que dolor pobre secretaria, pídele que copie cien mil veces yo te amo, fíjate, fíjate en tu secretaria, ay señor que dolor pobre secretaria, creo que le falta poco para enloquecer, fíjate, fíjate en tu secretaria, ay señor que dolor pobre secretaria, pídele que copie cien mil veces yo te amo, fíjate, fíjate en tu secretaria, ay señor que dolor pobre secretaria, creo que le falta poco para enloquecer.",es_ES,1.0,0.0,1.0
1974699,Baraja De Oro,82,Ramón Ayala y Sus Bravos Del Norte,"title: Baraja De Oro, artist: Ramón Ayala y Sus Bravos Del Norte. Voy a jugarme un albur con una baraja de oro, que si lo gano ya estuvo y si lo pierdo ni modo, porque yo soy de los hombres que cuando pierdo no lloro, las mujeres son barajas y hay que saber barajear, para saber cuál es la tuya, es la que vas apostar, no ya después de perdido quieras volver a jugar. Y sí juegas sin malicia porque no les tienes miedo, esperando a sota de oros te aparece un caballero, dispense, mi buen amigo, es que yo llegué primero. Y ni modo de reclamos porque yo llegué a caballo, estoy regando el rosal para cortar la flor de mayo, perdóneme, rey de copas, pero yo soy de a caballo, y el que no le quiera creer que le entre a lo pantera, pierde dinero y mujer y hasta la porta moneda, y ah veces llega a su casa con la camisa de fuera.",es_LATAM,1.0,0.0,1.0
5771441,Freestyle Session #13,814,Zaramay & Natos y Waor,"title: Freestyle Session #13, artist: Zaramay & Natos y Waor. Está girando mi Rolex, derrapando el Rolls-Royce, si todos esos errores me hicieron ser quien soy, si la calle me lo pide, claro que se lo doy, porque sé de dónde vengo, pero no a dónde voy, está girando mi Rolex, derrapando el Rolls-Royce, si todos esos errores me hicieron ser quien soy, si la calle me lo pide, claro que se lo doy, porque sé de dónde vengo, pero no a dónde voy, brindo con un ron añejo por los muertos y los reo', las medallas en el cuello, en la vitrina los trofeo', valgo más por lo que callo que por lo que rapeo, en Buenos Aires me espera mamá y El Jefe 'el Malianteo, si llegaron los piratas van a saltar por la borda, guardo fajos de quinientos en una caja de Jordan, si quieres hablar de estilo, hablamos de lo que me sobra, cumple tu palabra porque el que no paga, cobra, sé lo que es estar a cero, que todos te miren raro, y ahora coches extranjeros, oliendo a perfume caro, gasto mucho en el joyero, mucho más en abogados, háblenme de lo que vieron, no de lo que les contaron, yo de chico, me acuerdo quería ser Tony Hawk, y de grande la casa parecía un coffee shop, las niñas vienen solas, chupan molly como un lollypop, yo la puse a cuatro patas como Snoop Doggy Dogg, ropa de diseño y droga de laboratorio, sonrío, ardiendo en el infierno con demonio', en el cuello la soga, ahora el oro en el podio, y el eterno debate interno entre amor y odio, si me veis llegar sabéis que va a haber lío, y no llames a tu primo porque soy tu tío, sirvo la venganza en este plato frío, y ahora que soy el último, mira cómo me río, jah, el Jefe del Malianteo, huh, acostumbrado a noches loca', drogas y trola' Pew-pew, por más que tengan tabla hay que saber surfear la ola La ola, la baby y el perico caen a domicilio, no me gusta frontearte, no soy Pablo Emilio ĄPrra!, pero a donde pisa el Zara no ruge ni un león Ah, a cualquier barrio que yo vaya respetan al patrón ¿Oíste?, los negros saben quiéne' somo' los maldito' goodfella', nos reciben como a Adriano vacilando en la favela Tú sabe', los sueños se me cumplieron, bajo almohada la Glock, ¿Para qué me tiran? Si quedan callado' como Papa Doc, me estoy llevando limpia la que robo El Gordo al Banco Río, me tocaron la porción y dejé sin torta a mis crío' Pauh, pauh, estoy cansado, si yo sigo en mi tumbado, con los ojos colora'o, volví al hood coronado Un bandolero, y vos pudiste haber conta'o que viviste a mi lado, pero la envidio le' ganó y se quedaron estancado' Envidioso', el ratón festeja cuando se va el gato, el perro se fue de casa así mis hijos se divierten un buen rato Huh, me la sudan tus ofertas, me limpio con tu contrato, en España me esperan en Mercede' Waor y el Natos Pra, soy ceniza en la requisa o me voy con los gusano' Tú sabe', me llevo lo que perdí y te dejo con lo que gano ĄYah!, no confío más en nadie, ni en el que me dé la mano, los que quieren verme mal antes me decían hermano Huh, y se complican cuando tiene mucha hierba el papelillo, ya ocho año' de carrera, ¿te pensás que esto es sencillo?, el que tira tiene meno' rima' y meno' en el bolsillo Shh, yo callado para que la reina tenga su castillo Callado, van a tener que hacer plata para mandarme a matar, si por lo verde tenemo' la maldad de Malherbe Çscar, antes de que vo' venga', negro, ya te mandé a emboscar, van a quedar todo' enterrado' como los bolsone' de los K, huh, no me acuerdo de su name, sé que bebía Ballantine's, le gustaba la cocaine, fumaba Marlboro Lights, vestida de Philipp Plein, nadie le pisa las Nike, le pide al DJ la nueva del Zaramay, come de mi plato solamente gente de ley, comen de la misma bolsa como si fueran Lay's, no eres Scarface, no se la cuelas a nadie, hablan mierda, pero luego a la cara recogen cable, tengo la cara y quién sabe qué tiene para elegir, hablo para que se me escuche y callo para no discutir, si el día está nublado, ¿por qué coño voy a sonreír?, prefiero que ni me saludes a que lo hagas por cumplir, los chavales en la calle piden que me ponga serio, y la acusación me pide dos años y medio, quieren joderme la carrera, que despierte de este sueño, pero solo voy para arriba como un globo de helio, en mi barrio nadie viste de Gucci ni de Versace, me reciben como a Tévez de regreso en Fuerte Apache, por la noche los chamacos prenden el callejón, mi cara en los muros como la de Big Pun en el Bronx, mis hermanos entre paneles, corriendo por los túneles, asaltan los andenes cuando nadie los ve, letras brillando en carreteras como las de los burdeles, carteles en cuarteles con su cara en DIN A3, así que vente, arrímate que la cosa aquí está bien caliente, para los maliantes y para los delincuentes, se compra y se vende, se gana y se pierde, y con la botella en la mano como Bender, vente, arrímate que la cosa aquí está bien caliente, para los maliantes y para los delincuentes, se compra y se vende, se gana y se pierde, y con la botella en la mano como Bender, na-Na-Na-Nahuel The Coach.",es_ES,1.0,0.0,0.0
1222639,Te He Querido Te He Llorado,958,Ivy Queen,"title: Te He Querido Te He Llorado, artist: Ivy Queen. Luny!.., muchos le llaman Bachateeo bachateo, yo le llamo sentimiento sentimiento. Vamo' a roncar ahora. EH!, mas flow 2. Te hee queridooo oooo oo, eH! Soy la diva!, la caballota!, te he querido, te he llorado!..Beibii.., y la vida te he entregado!. Y tuuu, te burlas de mii!.., me haces sufrirr.., me mientes asii, no soy de hierroo!.., yo soy una mujer!.. y ahora vas a entenderr!, cuando me veas con ell!, sufriras!. como yo asi tu lo veras!, y en tu vida nadie te quedra!, lo que hiciste me la pagaras!, si en mis manos tuviera un puñal lo usaria!.. y la vida yo te quitaria, por dejarme tan sola y vacia!, por mi madre que te arrastraria, vida miia!, todas las promesas, ya se acabo, el fuego que quemaba, se apago, los besos que me dabas, se los llevo. Nada quedo, ahora vengo yo!, te he querido, te he llorado! te he llorado..Beibii.., y la vida te he entregado!. Mientras tu, y tuuu, te burlas de mii!.., me haces sufrirr.., me mientes asii, sufriras!. como yo asi tu lo veras!, y en tu vida nadie te quedra!, lo que hiciste me la pagaras!, si en mis manos tuviera un puñal lo usaria!.. y la vida yo te quitaria, por dejarme tan sola y vacia!, por mi madre que te arrastraria, vida miia!, esas cosas duelen, como te hieren, ya no me tienes, no puedes, no no no, no, canalla! toda mi vida te di!, respiraba yo por tii!, y ahora te quedas sin mi!, beibiii, no sabes que es ser amadoo, tu no sabes naa, tu no sabes naa! beibii. Y ahora andas desesperadoo, dale paa!, y yoooo, canto esta cancionn, me lleno de emocion, y tube confusionn, desilucion!. Mientras tuu, sufriras!. como yo asi tu lo veras! vamo a matarno, y en tu vida nadie te quedra!eeh, lo que hiciste me la pagaras!, si en mis manos tuviera un puñal lo usaria!.. y la vida yo te quitaria, por dejarme tan sola y vacia!, por mi madre que te arrastraria, vida miia!, rRRRRRA. Dile lunyy!, ioo. Ehh!. Que eso le guta al corillo paa!. Pa la mujeree pa!. Con la divaa. La caballota pa!, la potra pa!. Dalee. ivy queen. Ivy!, queen!. Q-Queen. Queen!. Divaa!. Dalee duro pa!, dale duro pa!. Lunyy!. Gracias a Paulis por esta letra.",es_LATAM,0.0,1.0,1.0
