song_id,song_title,artist_id,artist_name,lyrics,language,label
7490090,Corrido de Nicolaza,1312,El compadre enamorado Jose Luis Chavez,"title: Corrido de Nicolaza, artist: El compadre enamorado Jose Luis Chavez. Con cinco tiros de mauser mataron a Nicolaza, el primer tiro era bueno los otros cuatros de gracia, por andarlos mancornando les pasa lo que les pasa, maclovio estaba borracho tomando con un amigo, mientras que la Nicolasa paseaba con el querido, los dos en la media plaza creían que estaba dormido, eran las diez de la noche no se me olvida la hora, cuando en la puerta del templo cayo la mancornadora, maclovio esta tras las rejas a cargo del comisario, mientras que la Nicolasa le rezan su novenario, se encuentra ya bajo tierra, bajo la cruz del calvario, se encuentran tres huerfanitos en la casa de un compadre, tres hijos de Nicolasa su padre solo dios sabe, mujeres de la paseada que habitan la media calle, ya con esta me despido les digo a las paseadora, eso les viene pasando a las mujeres traidoras.",es_LATAM,Y
5366302,Relación,544,Sech,"title: Relación, artist: Sech. Ella siempre estaba cuando tú no estabas, fue tanto dolor que ya no la mataba, poco a poco ya no te necesitaba, ella sonreía mientras lo enrolaba, y tú Tú, uh-uh-uh, diciendo que fue falta de actitud, pero en esta relación hizo más que tú, yeh Yeh-eh, y en un estado te manda a decir que. Ahora todo cambió, le toca a ella Le toca a ella, mari y una botella, gracia' al maltrato se puso bella Se puso bella, ahora tú la quiere' y no te quiere ella, y ahora todo cambió, le toca a ella Le toca a ella, mari y una botella, gracia' al maltrato se puso bella Se puso bella, ahora tú la quiere' y no te quiere ella. Yeah, Ąhuh!, cambió, cambió y tú está' pagando Yeah, se fue el balón y quiere seguir jugando Come on, mientras lloraba, tú estaba' tomando, ahora estás llamando y ella se está cambiando, que va para la calle Calle, sin dar detalle' -talle', con ese traje yo dudo que ella falle, siempre linda, con o sin maquillaje Maquillaje, siempre en línea, automático el mensaje que Mensaje que. Y ahora todo cambió, comenzó por su estado -tado, ahora te toca esperarla sentado Wuh, cambió de número, para que uste' ni piense en llamar Ni piense, te toca extrañarla nada má', ya jugó otro número Número, y también borró tu número Número, prendió uno y te superó Superó, le pusieron la canción y gritó: Súbelo Súbelo. Dímelo Flow, slow Mike, este es Sech, rich Music, el Bloke, 1964, alright.",es_LATAM,Y
6640283,Dejate Llevar,68,La Mafia del Amor,"title: Dejate Llevar, artist: La Mafia del Amor. Dime a ve', , mami Pipo Beatz, llegamo' a México con los pesitos cambia'o, jaja, paso y te recojo, oye, Young Miky, dime a ve', ey, Tony, dime a ve', la Mafia 'el Amor, yeah, bebé, dime a ve' si te gusta esta, ay Ay, evangélicos de Calle, mami Ja, eso es de calle, mami, a ve', mueve esa chapa, bebé, dime a ve' qué lo qué, dejate llevar, conmigo vas a volar, lo hacemos como nadie, sin amar, dejate llevar, conmigo vas a volar, lo hacemos como nadie, sin amar, ella conmigo en la cama pierde el control, le gusta tenerme, le gusta cómo soy, ella conmigo en la cama pierde el control, le gusta tenerme, le gusta cómo soy, ella conmigo en la cama pierde el control, le gusta tenerme, le gusta cómo soy, ella conmigo en la cama pierde el control, le gusta tenerme, le gusta cómo soy, a ella le gusta como cómo yo soy, ouh, no deje' para mañana lo que puede' hacer hoy, ouh, y cómo nos matamo', mami, demonio' Uff, y como amigo' es mejor que como novio', y como amigo' es mejor que como novio', ay, mamacita, esto es obvio Yeah, fuck it, lo único que quiero es sexo pero me encanta esa morra, y voy a hacerle que se corra, la di por delante, la di por detrá', le doy para que recuerde quién es su papá, ella me pide otra sati, yo ya no puedo má', no sé cómo saco fuerza' y la vuelvo a– Uh, uh, a ella le gusta cómo la arrebato, siempre rico la trato cuando pasamo' el rato, lujosa pantera, conmigo se desespera, lleva marcada en la espalda una flaquita negra, a ella le gusta cómo la arrebato, siempre rico la trato cuando pasamo' el rato, lujosa pantera, conmigo se desespera, lleva marcada en la espalda una flaquita negra, ella pierde el control, la quiero en mi cama, sé que no me ama pero me deja en llamas, arden la' sábanas, para mí no hay nada más, prende la cámara, de mí no te olvidarás, porque eres mía y será' por siempre, oye, mami, vente, ponme loco y caliente, porque soy diferente, todo es por tenerte, vamos a fumar verde, contigo es suficiente, méxico está lindo, mami, báilame un poquito Oh, yo estoy más fuerte que el perico, estoy chido, tú saca la botella y ponme un chupito, ponte purki-puerca porque te voy a dar castigo, ay, qué rico, viva el barrio de Santo Domingo, ay, qué rico, me deja mansito, ay, qué rico, estoy mansito, dejate llevar, conmigo vas a volar, lo hacemos como nadie, sin amar, dejate llevar, conmigo vas a volar, lo hacemos como nadie, sin amar, ella conmigo en la cama pierde el control, le gusta tenerme, le gusta cómo soy, ella conmigo en la cama pierde el control, le gusta tenerme, le gusta cómo soy, ella conmigo en la cama pierde el control, le gusta tenerme, le gusta cómo soy, ella conmigo en la cama pierde el control, le gusta tenerme, le gusta cómo soy.",es_ES,Y
2877439,El Amante,113,Nicky Jam,"title: El Amante, artist: Nicky Jam. quiero ser tu amante. Ya yo me cansé, no quiero ser tu amante, te digo de mi parte, que no aguanto más, ya no aguanto ver el otro cómo dice que es el dueño tuyo, me mata el orgullo, él ni te sabe hablar. Esta la hice para él, cuando la escuche, quiero estar ahí para ver, cuando se entere y sepa que soy dueño de usted, tal vez suene un poco mal, lo sé y no me luce, todo es por usted. Mami, yo me siento tuyo, yo sé que tú te siente' mía, dile al noviecito tuyo, que con él te siente' fría, mami, yo me siento tuyo Oh, yo sé que tú te siente' mía Ah, dile al noviecito tuyo, que él es una porquería. Te caliento má', má', má', te caliento má', má', má', te caliento más, má', má', te caliento má', má', má', te caliento má'. Solo una cosa te preguntaré, si tiene' frío, ¿Quién te da calor?, yo soy el dueño de tus fantasía', nadie lo hace como yo, si te viste' bonita, él no te dice nada, y a mí, tú me gusta' hasta sin maquillar, tú siempre a mí me dice' que él te trata mal, y eso lo tienes que acabar. Dime qué tú vas a hacer, mami, tengo la inquietud, si quieres sufrir con él, eso lo decides tú, ¿Que serás feliz con él? Yo no te contestaré, sé que me vas a llamar cuando me extrañe tu piel Tu piel. Mami, yo me siento tuyo, yo sé que tú te siente' mía Oh-oh, dile al noviecito tuyo, que él es una porquería, n-I-C-K Oh, nicky, Nicky, Nicky Jam Oh, saga WhiteBlack Oh-oh, la Industria, Inc, ya no quiero ser tu amante.",es_LATAM,Y
11095529,14 FEBREROS,573,Quevedo & Sin Nombre,"title: 14 FEBREROS, artist: Quevedo & Sin Nombre. Llevo enamorado de ti, bebé, desde primaria, pero de pequeño, ma, tú no me dabas bola, ahora que estamos grande' y que me puse lindo, me está' escribiendo que tienes casa sola, y quizá' hoy por fin, será el día que entre en ese agujero, si dices que sí, tú eres una cuero, pero eres mi cuero, voy a llegar a tu casa con Bandolero', puesto a todo volumen para subirme el ego, quizá' hoy al fin, llevo detrás de esa pussy catorce febrero', me acuerdo de pequeño, me gustabas en el cole, y a los 15 me la pasaba viéndote jugar vóley, mami, yo estaba claro que tú no sabía' mi nombre, pero no importa, yo llevo enchochado de ti desde entonce', una vez te vi en la universidad, y tú estabas convencida de que ya me conocía', y yo negándolo, hasta me contradecía, diciendo que no era yo y solo se me parecía, ah-ay, no olvido el bachillerato ni tu gato, no entiendo qué le veía', yo sabía que no era un santo, te dejaste ahora, ¿cuánto es que tardaron en dejarlo?, seguro que tuvieron que ser uno' año' largo', pero ahora estamo' aquí -quí, solo tú y yo Yo, cuando me hablaste, el corazón se me paró Yah, y me acordé de eso' momentos donde no me dabas bola, hasta que vi el mensaje: Tengo casa sola, y dije: Joder, por fin Uh, será el día que entre en ese agujero Yeah, si dices que sí Que sí, tú eres una cuero, pero eres mi cuero Mi cuero, voy a llegar a tu casa con Bandolero' Ey, puesto a todo volumen para subirme el ego Uh, quizá' hoy al fin, llevo detrás de esa pussy catorce febrero'-ro'-ro'-ro', si te contara toa' las vece' que te he imaginado encuera, dándote pila de ñema a la orilla del mar, tú amarrá' con ese guare, y no hay forma que se compare, pero tiene que entender que esto no es personal, te me he hecho el loco, pero te sigo de hace par, tú ere' una perrita quisqueyana, indómita, yo te lo dije, que ese culo te lo voy a maltrata', pero primero una incógnita, dime si quieres krippy o quieres haze, si es por ese culo yo termino de mamey, me agarraste en alta, pide todo lo que tú quiera', meno' que yo te la eche afuera, yeah, woh-oh, woh; ay, sí, yo dejo que me manipule Si ese toto sabe así como se ve, woh-oh, woh; ay, sí, tanta' vece' que me lo soñé, y hoy por fin, será el día que entre en ese agujero, dime que sí Yeah, tú ere' un cuero, pero es mi cuero, voy a llegar a tu casa con Bandolero', a todo volumen para subirme el ego, quizá hoy por fin, llevó atrá' de ese culo catorce febreros, yo.",es_ES,N
4546834,Querido Amigo,144,Paulo Londra,"title: Querido Amigo, artist: Paulo Londra. ¿Cómo has estado?, tú sabe' que ere' mi hermano, que siempre estuve cuidando, por todo' lao' y te he llamado, tengo algo que me ha pasado, y necesito soltarlo y decirte que-, querido amigo, ¿cómo es que ahora no te da' cuenta?, ella no es lo que aparenta, sólo juega contigo, y por la' noches algo inventa y te saca de su agenda ĄAy!, así se la pasa engañándote ¿Qué?, vive mintiéndote ¿Qué?, yo como todo un tonto en el medio de esto metiéndome ĄAy!, mírala fijo de una vez, notará' que no es como antes No, se burla cuando no te ve, sé muy bien cómo es, y sé que decirte esto te va a molestar; ah, ah ¿Qué?; seh, pero ponete un segundo en mi lugar, verás que no puedo negarte lo que vi Qué, y fue así Prr, la vi en un bar en donde yo estaba, entrando nerviosa y encapuchada ĄWoh!, con alguien al lao' que no registraba, con cara de Bueno, acá no pasó nada, y me acerqué, vi como él se le acercaba y hablaban de usté' ¿Qué? ¿Qué?; prr, y se abrazaban, luego se besaban como si la culpa les dase placer ĄWuh!, y ahora te pido paciencia, esto roza la demencia, ella no quiere dejarte porque escuché que está esperando tu herencia ĄAy!, irse con él a Valencia, esa maldita no siente vergüenza, ojalá te sirva como experiencia porque esto es una mierda, y sí, fue así Y sí; fue así, te dije que no era para ti, y sí, fue así Yeh, te dije que no era para ti Brr, brr, brr, y sí, fue así, lo vi, y sí, fue así, lo vi ĄWuh!, te dije que no era para ti, ey, te dije que no era para ti, ¿Cómo has estado?, tú sabe' que ere' mi hermano, que siempre estuve cuidando, por todo' lao' y te he llamado, tengo algo que me ha pasado, y necesito soltarlo, y decirte que-, querido amigo, ¿cómo es que ahora no te da' cuenta?, ella no es lo que aparenta Nah, sólo juega contigo, y por la' noches algo inventa y te saca de su agenda, así se la pasa engañándote, vive mintiéndote, yo como todo un tonto en el medio de esto metiéndome, mírala fijo de una vez, notará' que no es como antes, se burla cuando no te ve, sé muy bien cómo es, y sé ĄShiuf!, ovy On The Drums, On The Drums, On The Drums, yeh, Paulo Londra, ąBig Ligas!, lo' Mayores, kristoman, ey, Leones Con Flow, it 'ap are on euq ejid et, it 'ap are on euq ejid et.",es_ES,Y
1771947,Paint It Black,27,Azúcar Moreno,"title: Paint It Black, artist: Azúcar Moreno. No se que pasa que lo veo todo negro, porque cualquier color se me convierte en negro, las chicas van vestidas con dibujos mas, la mitad en blanco y lo demás lo tengo que imaginar, veo los coches aparcados todo negro, las flores y mi amor también lo veo negro, la gente mira, y mita y la vista hay que apartar, yo no se que cosa extraña encuentran en mirar, también mi corazón parece todo negro, el mundo entero para mi se ha vuelto negro, se que pronto con la realidad me habré de enfrentar, ya estoy negra cuando pienso que podré fracasar, ya nunca más tendrá color azul el cielo, el sol y el mar no brillan todo era negro, esta situación absurda ya me llega a aburrir, y estoy mas que negra de ver negro mi porvenir, no se que pasa que lo veo todo negro, porque cualquier color se me convierte en negro, no se que pasa que lo veo todo negro, porque cualquier color se me convierte en negro, ya nunca más tendrá color azul el cielo, el sol y el mar no brillan todo era negro, no se que pasa que lo veo todo negro, porque cualquier color se me convierte en negro, no se que pasa que lo veo todo negro, porque cualquier color se me convierte en negro.",es_ES,N
7153252,Mal Acostumbrao,959,Mau y Ricky & Maria Becerra,"title: Mal Acostumbrao, artist: Mau y Ricky & Maria Becerra. Dime qué sientes, qué te imaginas, qué te pasa por la mente, cuando me tienes de frente, oh-oh-oh-oh, y dime qué pasa, que después de hacerlo, pienso que te vas a casa, pero me abraza', tú me vuelves loco si no estás a mi lao', que de tanto que te toco, ya estoy mal acostumbrao', ay, baby, para un poco, que ya estoy enviciao', se me está partiendo el coco, ya estoy mal acostumbrao'-ao', ah, y tú me tienes nerviosa, me haces sentir muchas cosa', ey, llena de mariposa', baby, y yo ya tan ansiosa Yo ya tan ansiosa, por volverte a ver, cuando estoy contigo, no sé qué hacer, es que me late fuerte el corazón, ya no sé decirte que no Decirte que no, tú-Tú-Tú-Tú y yo somo' do' adicto', al tú y yo bailando pega'íto', que después de que nos dimo', apreta'íto' amanecimo', tú y yo somo' do' adicto', al tú y yo bailando pega'íto', que después de que nos dimo', apreta'íto' amanecimo', tú me vuelves loco si no estás a mi lao', que de tanto que te toco, ya estoy mal acostumbrao', ay, baby, para un poco, que ya estoy enviciao', se me está partiendo el coco, ya estoy mal acostumbrao' Uh, uh, nos veíamo' casi día de por medio, y al principio no pintaba nada serio, empecé solo llamándote Ah-ah, y terminé necesitándote Yeah, yeah, tu boca me debilita Ah-ah, pero yo soy masoquista Ah-ah, todo el día besándote, mal acostumbrándome, po-Po-Ponme la carita, que tú sabes que me excita, de intencione' escondida' detrás de tu sonrisita, dale, ponme la carita, que tú sabes que me excita, intencione' escondida' detrás de tu sonrisita, tú me vuelves loco si no estás a mi lao', que de tanto que te toco, ya estoy mal acostumbrao', ay, baby, para un poco, que ya estoy enviciao', se me está partiendo el coco, ya estoy mal acostumbrao'-ao' -ao', mau y Ricky, la-Lady La nena de Argentina, oh-oh, yeah, this is the Big One This is the Big One, ey-ey, los del espacio, mami Yeah, yeah.",es_LATAM,N
11622161,MI COLETA,19,Lola Indigo,"title: MI COLETA, artist: Lola Indigo. Sin ti dentro, papi, me siento incompleta, llama y le llego rápido en el cinco letras, papi, si contestas, coge mi coleta, y báilame sin ropa como en la discoteca, encima de mí te quiero conocer, debajo y de lado y contra la pare', me tocas así y empiezo a llover, 'Tabas porque yo te llego, cuando le jalo del pelo, y se me baja hasta el suelo, me reza mirando al cielo, y se lo doy, si ese es su deseo, tira para atrás, sin ti dentro, papi, me siento incompleta Tira para atrás, llama y le llego rápido en el 5 letra' Tira para atrás, papi, si contestas, coge mi coleta Tira-tira, tira para atrás, y báilame sin ropa como en la discoteca Tira para atrás, sin ti dentro, papi, me siento incompleta Tira para atrás, llama y le llego rápido en el 5 letra' Tira para atrás, papi, si contestas, coge mi coleta Tira-tira, tira para atrás, y báilame sin ropa como en la discoteca Tira para atrás, en la disco tocándonos en la parte de atrás-trás, papi, quítame los tacones rojos como Yatra, llego en el cinco letra' y en la parte de atrás, nos empezamos a tocar y no termino de aparcar, papi, no tengas miedo, deja la peace a un lado, you know that if you want it, baby, I am gonna make you bounce, hoy es noche de entierro y no hay ningún muerto, pero tenemos que atar cabo suelto, baby, down, please, come down, me co-, me coje del pelo mientras me da de lado, no estabas cansado, baby, tú estás envicia'o, y yo quiero tu veneno, tira para atrás, sin ti dentro, papi, me siento incompleta Tira para atrás, llama y le llego rápido en el 5 letra' Tira para atrás, papi, si contestas, coge mi coleta Tira-tira, tira para atrás, y báilame sin ropa como en la discoteca Tira para atrás, sin ti dentro, papi, me siento incompleta Tira para atrás, llama y le llego rápido en el 5 letra' Tira para atrás, papi, si contestas, coge mi coleta Tira-tira, tira para atrás, y báilame sin ropa como en la discoteca Tira para atrás, encima de mí te quiero conocer, debajo y de lado y contra la pare', me tocas así, y empiezo a llover, 'Tabas porque yo te llegaba, cuando le jalo del pelo, y se me baja hasta el suelo, me reza mirando al cielo, y se lo doy, si ese es su deseo, sin ti dentro, papi, me siento incompleta, llama y le llego rápido en el 5 letra' Tira para atrás, papi, si contestas, coge mi coleta Tira-tira, tira para atrás, y báilame sin ropa como en la discoteca Tira para atrás, sin ti dentro, papi, me siento incompleta Tira para atrás, llama y le llego rápido en el 5 letra' Tira para atrás, papi, si contestas, coge mi coleta Tira-tira, tira para atrás, y báilame sin ropa como en la discoteca-a-a-a Tira para atrás.",es_ES,N
1806028,Arboles De La Barranca,1394,Carlos Y José,"title: Arboles De La Barranca, artist: Carlos Y José. Arboles de la barranca, porque no han enverdecido, es que no los han regado con aguas del rio florido, me puse amar a una mujer con la ilusión de amar, de esas tres que van pasando cual te gusta valedor, esa del vestido blanco me parece la mejor, me puse amar a una mujer con la ilusión de amar, ya me voy ala barranca a sembrar surcos de arroz, yo te enseñare chamaca como se mancuernan dos, me puse amar a una mujer con la ilusión de amar.",es_LATAM,Y
